652;Antioquia;Los Medios
653;Antioquia;Río Verde De Los Henaos
654;Antioquia;San Miguel
655;Antioquia;Río Verde De Los Montes
656;Antioquia;Los Potreros
657;Antioquia;La Danta
658;Antioquia;Jerusalén
659;Antioquia;Sopetrán
660;Antioquia;Córdoba
661;Antioquia;Horizontes
662;Antioquia;San Nicolás
663;Antioquia;El Rodeo
664;Antioquia;Támesis
665;Antioquia;Palermo
666;Antioquia;San Pablo
667;Antioquia;Tarazá
668;Antioquia;Barro Blanco
669;Antioquia;El Doce
670;Antioquia;Puerto Antioquia
671;Antioquia;La Caucana
672;Antioquia;El Guaimaro
673;Antioquia;Piedras
674;Antioquia;Tarso
675;Antioquia;Titiribí
676;Antioquia;La Meseta
677;Antioquia;Albania
678;Antioquia;Otramina
679;Antioquia;Sitio Viejo
680;Antioquia;Corcovado
681;Antioquia;Balsal
682;Antioquia;Bosque
683;Antioquia;Caracol
684;Antioquia;Falda Del Cauca
685;Antioquia;Loma Del Guamo
686;Antioquia;Micos
687;Antioquia;Morro
688;Antioquia;La Peña
689;Antioquia;Porvenir
690;Antioquia;Pueblito De Los Bolívares
691;Antioquia;Puerto Escondido
692;Antioquia;Sinifana
693;Antioquia;Volcán
694;Antioquia;Zancudo
695;Antioquia;Toledo
696;Antioquia;Buenavista
697;Antioquia;El Valle
698;Antioquia;Brugo
699;Antioquia;Distrito Especial De Turbo
700;Antioquia;Currulao
701;Antioquia;Nueva Colonia
702;Antioquia;El Tres
703;Antioquia;Nuevo Oriente
704;Antioquia;San Vicente Del Congo
705;Antioquia;Tie
706;Antioquia;Lomas Aisladas
707;Antioquia;Riogrande
708;Antioquia;Bocas Del Atrato
709;Antioquia;El Dos
710;Antioquia;Pueblo Bello
711;Antioquia;San José De Mulatos
712;Antioquia;Puerto Rico
713;Antioquia;Nuevo Antioquia
714;Antioquia;Macondo
715;Antioquia;Alto De Mulatos
716;Antioquia;Blanquicet
717;Antioquia;Casanoviembrea
718;Antioquia;Las Garzas
719;Antioquia;Villa María Arriba
720;Antioquia;Coldesa/Barrio Las Palmas
721;Antioquia;El Porvenir
722;Antioquia;Nueva Granada
723;Antioquia;Punta De Piedra
724;Antioquia;Uramita
725;Antioquia;Ambalema
726;Antioquia;El Pital
727;Antioquia;Urrao
728;Antioquia;La Encarnación
729;Antioquia;Mandé
730;Antioquia;Santa Isabel
731;Antioquia;Punta De Ocaido
732;Antioquia;Valdivia
733;Antioquia;Puerto Valdivia
734;Antioquia;Raudal Viejo
735;Antioquia;Valparaíso
736;Antioquia;La Herradura
737;Antioquia;Tartarin Moreira
738;Antioquia;Itima
739;Antioquia;Murrapal
740;Antioquia;Pueblo Nuevo
741;Antioquia;Vegachí
742;Antioquia;El Tigre
743;Antioquia;Venecia
744;Antioquia;Bolombolo
745;Antioquia;La Mina
746;Antioquia;Vigía Del Fuerte
747;Antioquia;San Antonio De Padua
748;Antioquia;Vegaez
749;Antioquia;Neudo
750;Antioquia;San Alejandro
751;Antioquia;San Miguel
752;Antioquia;Puerto Antioquia
753;Antioquia;Buchado
754;Antioquia;Nendo
755;Antioquia;Palo Blanco
756;Antioquia;Bajo Murrí
757;Antioquia;Yalí
758;Antioquia;Casamora
759;Antioquia;El Briceño
760;Antioquia;El Cinismo
761;Antioquia;El Hatillo
762;Antioquia;El Jardín
763;Antioquia;El Zancudo
764;Antioquia;La Alondra
765;Antioquia;La Argentina
766;Antioquia;La Brillantina
767;Antioquia;La Cabaña
768;Antioquia;La Honda
769;Antioquia;La Mariana
770;Antioquia;La Máscara
771;Antioquia;La Mascota
772;Antioquia;La Playa
773;Antioquia;Las Agüitas
774;Antioquia;Las Dantas
775;Antioquia;Las Margaritas
776;Antioquia;Montañita
777;Antioquia;Montebello
778;Antioquia;Puerto Estafa
779;Antioquia;San Jorge
780;Antioquia;San Mauricio
781;Antioquia;San Pedrito
782;Antioquia;San Rafael
783;Antioquia;Santa Lucía
784;Antioquia;Villanita
785;Antioquia;Yarumal
786;Antioquia;Cedeño
787;Antioquia;El Cedro
788;Antioquia;Ochalí
789;Antioquia;Llanos De Cuiva
790;Antioquia;El Pueblito
791;Antioquia;La Loma
792;Antioquia;Mina Vieja
793;Antioquia;Yolombó
794;Antioquia;La Floresta
795;Antioquia;La Leona
796;Antioquia;La Cancana
797;Antioquia;El Rubí
798;Antioquia;La Argentina
799;Antioquia;Abisinia
800;Antioquia;Bengala
801;Antioquia;Bareño
802;Antioquia;Casabe
803;Antioquia;San Luis Beltrán
804;Antioquia;San Miguel Del Tigre
805;Antioquia;Cuatro Bocas
806;Antioquia;San Francisco
807;Antioquia;Américas
808;Antioquia;Bagre
809;Antioquia;Bocas De Barbacoas
810;Antioquia;Bodegas
811;Antioquia;Campo Vijao
812;Antioquia;Congoja
813;Antioquia;Poza
814;Antioquia;Puerto Mango
815;Antioquia;Puerto Matilde
816;Antioquia;Puerto Nuevo
817;Antioquia;Puerto Tamos
818;Antioquia;Zaragoza
819;Antioquia;El Real
820;Antioquia;Buenos Aires
821;Antioquia;Pato
822;Antioquia;Puerto Colombia
823;Antioquia;Vegas De Segovia
824;Atlántico;Distrito Especial, Industrial Y Portuario De Barranquilla
825;Atlántico;Juan Mina
826;Atlántico;Pinar Del Rio
827;Atlántico;Baranoa
828;Atlántico;Campeche
829;Atlántico;Pital
830;Atlántico;Sibarco
831;Atlántico;Campo De La Cruz
832;Atlántico;Bohórquez
833;Atlántico;Candelaria
834;Atlántico;San José Del Carretal
835;Atlántico;Buenaventura De Leña
836;Atlántico;Galapa
837;Atlántico;Paluato
838;Atlántico;Juan De Acosta
839;Atlántico;Bocatocino
840;Atlántico;Chorrera
841;Atlántico;San José De Saco
842;Atlántico;Santa Verónica
843;Atlántico;Urbanización Punta Cangrejo
844;Atlántico;Luruaco
845;Atlántico;Arroyo De Piedra
846;Atlántico;Palmar De Candelaria
847;Atlántico;Los Pendales
848;Atlántico;San Juan De Tocagua
849;Atlántico;Santa Cruz
850;Atlántico;Los Límites
851;Atlántico;La Puntica
852;Atlántico;Barrigón
853;Atlántico;Socavón
854;Atlántico;Malambo
855;Atlántico;Caracolí
856;Atlántico;La Aguada
857;Atlántico;Pitalito
858;Atlántico;Manatí
859;Atlántico;El Porvenir (Las Compuertas)
860;Atlántico;Palmar De Varela
861;Atlántico;Burruscos
862;Atlántico;Piojó
863;Atlántico;Aguas Vivas
864;Atlántico;Hibacharo
865;Atlántico;Polonuevo
866;Atlántico;Pital Del Carlín (Pitalito)
867;Atlántico;Ponedera
868;Atlántico;La Retirada
869;Atlántico;Martillo
870;Atlántico;Puerto Giraldo
871;Atlántico;Santa Rita
872;Atlántico;Cascajal
873;Atlántico;Puerto Colombia
874;Atlántico;Salgar
875;Atlántico;Sabanilla (Monte Carmelo)
876;Atlántico;Urbanización Barranquilla Sport Club
877;Atlántico;Country Club Villas
878;Atlántico;Country Mar
879;Atlántico;Lagos De Caujaral
880;Atlántico;Villa Campestre
881;Atlántico;Repelón
882;Atlántico;Arroyo Negro
883;Atlántico;Cien Pesos
884;Atlántico;Las Tablas
885;Atlántico;Rotinet
886;Atlántico;Villa Rosa
887;Atlántico;El Porvenir (Las Compuertas)
888;Atlántico;Sabanagrande
889;Atlántico;Sabanalarga
890;Atlántico;Aguada De Pablo
891;Atlántico;Cascajal
892;Atlántico;Colombia
893;Atlántico;Isabel López
894;Atlántico;La Peña
895;Atlántico;Molinero
896;Atlántico;Mirador
897;Atlántico;Gallego
898;Atlántico;Patilla
899;Atlántico;Santa Lucía
900;Atlántico;Algodonal
901;Atlántico;Santo Tomás
902;Atlántico;El Uvito
903;Atlántico;Soledad
904;Atlántico;Suan
905;Atlántico;Tubará
906;Atlántico;Cuatro Bocas
907;Atlántico;El Morro
908;Atlántico;Guaimaral
909;Atlántico;Juaruco
910;Atlántico;Playa Mendoza
911;Atlántico;Playas De Edrimán
912;Atlántico;Villas De Palmarito
913;Atlántico;Usiacurí
914;Bogotá, D.C.;Bogotá, D.C.
915;Bogotá, D.C.;Nazareth
916;Bogotá, D.C.;San Juan De Sumapaz
917;Bogotá, D.C.;Mochuelo Abajo
918;Bogotá, D.C.;Pasquilla
919;Bogotá, D.C.;San Juan
920;Bogotá, D.C.;Betania
921;Bogotá, D.C.;La Unión
922;Bolívar;Distrito Turístico Y Cultural De Cartagena De Indias
923;Bolívar;Arroyo De Piedra
924;Bolívar;Arroyo Grande
925;Bolívar;Barú
926;Bolívar;Bayunca
927;Bolívar;Bocachica
928;Bolívar;Caño Del Oro
929;Bolívar;Isla Fuerte
930;Bolívar;La Boquilla
931;Bolívar;Pasacaballos
932;Bolívar;Punta Canoa
933;Bolívar;Santa Ana
